"","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"tRF-24-2R1HPSR9HW",0,1,0,0,0,0
"tRF-24-2S3HPSR9IE",0,0,4,1,3,0
"tRF-24-2YBE7XO8I5",3,0,0,0,0,0
"tRF-24-2YU04DYJFO",0,0,0,2,0,5
"tRF-24-30MMUKLYIE",0,0,12,0,0,0
"tRF-24-32VIJMRPEU",3,0,0,0,1,0
"tRF-24-362VO0SR1Z",3,0,0,0,0,1
"tRF-24-392J1Y0S2E",9,7,59,9,3,12
"tRF-24-3JVIJMRPEU",1,0,0,1,1,0
"tRF-24-3RUJJKIWIZ",1,0,0,0,0,0
"tRF-24-3V2VR0PS2E",0,0,0,0,1,0
"tRF-24-3W2VR0082E",3,0,10,2,3,0
"tRF-24-40KK5Y93JL",0,1,0,0,1,0
"tRF-24-436X6NMHHQ",3,0,0,1,0,0
"tRF-24-43RX6NMHH3",20,7,52,15,6,8
"tRF-24-45DBNIB9FM",1,0,0,0,0,0
"tRF-24-45EHBK8R2E",0,0,0,1,0,2
"tRF-24-4656OKNHKE",0,0,0,2,0,0
"tRF-24-490VL8K825",0,0,16,2,0,3
"tRF-24-4KIK74HKJ9",0,0,1,0,0,0
"tRF-24-4KRQ59W3K4",0,0,0,1,0,0
"tRF-24-4O77R732JX",0,0,0,0,0,2
"tRF-24-4P64R959JI",0,0,4,0,0,0
"tRF-24-4PMN6JQ8J5",0,0,0,0,0,2
"tRF-24-4PW3FJIKE5",21,10,22,3,1,4
"tRF-24-4YDRFU8U25",1,0,0,0,0,0
"tRF-24-54RNZFS72V",0,0,3,0,0,0
"tRF-24-59KNNVORIZ",0,0,14,0,0,0
"tRF-24-5BF900BYHF",2,0,1,1,0,0
"tRF-24-5IR2Z4R9HZ",0,0,3,0,0,0
"tRF-24-5N2E489215",4,0,4,3,0,0
"tRF-24-5N2E489B15",2,0,0,0,0,0
"tRF-24-5N2E4V9K15",3,2,6,0,0,0
"tRF-24-5NB2NZW7HV",2,0,8,1,1,0
"tRF-24-5NL3489B15",0,0,4,0,0,0
"tRF-24-5NLE489215",1,1,0,0,0,0
"tRF-24-5NLM4V9K15",1,0,0,0,0,0
"tRF-24-5OJIH6Z3HO",1,0,0,0,0,0
"tRF-24-5P4PW3FJF2",0,0,0,1,0,0
"tRF-24-5UB1ZZK0HU",4,0,20,1,0,0
"tRF-24-5XR4NPNN0W",3,1,10,2,0,0
"tRF-24-6978WP9LJ7",0,0,0,0,1,0
"tRF-24-6INB8PLM1S",1,0,0,0,0,0
"tRF-24-6LQ6S8V01D",2,0,2,2,1,0
"tRF-24-6VR8K09LE9",1,0,6,0,0,1
"tRF-24-6VW631QJ14",4,1,21,2,1,2
"tRF-24-6YYDLBRY24",0,0,0,1,0,0
"tRF-24-70VR319618",1,0,9,1,0,0
"tRF-24-739P8WQ0EB",109,33,615,37,30,56
"tRF-24-73FEWS3VF8",0,0,4,0,0,0
"tRF-24-73V2Y8L9J1",0,0,0,0,2,1
"tRF-24-73V6M7QZE1",1,0,0,0,0,0
"tRF-24-73VL4YMYJ9",1,0,0,0,0,0
"tRF-24-7616MSRME2",0,0,3,1,0,3
"tRF-24-767UXP182E",0,0,3,0,0,0
"tRF-24-76D6MSRME2",0,0,4,0,0,0
"tRF-24-76D7LYR1J2",0,0,1,0,0,3
"tRF-24-76D7M461J2",1,0,20,0,0,0
"tRF-24-76D7M4O1J2",3,2,0,0,0,0
"tRF-24-76DRMD5112",1,0,0,0,0,3
"tRF-24-76DRR4KRJ2",2,0,0,1,0,0
"tRF-24-76HRJF3RE2",0,0,8,0,0,0
"tRF-24-76HRMF3RE2",0,0,3,0,0,2
"tRF-24-78V0M0OY2X",0,0,1,0,0,0
"tRF-24-79M89P9NF2",0,0,3,0,0,0
"tRF-24-79MP909NF2",0,0,1,0,0,0
"tRF-24-79MP9P9MF2",7,1,35,9,5,6
"tRF-24-79MP9PMNF2",0,0,0,2,0,0
"tRF-24-7JLJR7DJIP",0,0,6,0,0,0
"tRF-24-7LI3JF4YHW",0,0,8,0,0,0
"tRF-24-7N232WMKJ1",0,1,0,0,0,0
"tRF-24-7N987X1R1E",0,0,0,0,0,1
"tRF-24-7NLE2WMKJ1",1,0,0,0,0,0
"tRF-24-7O58J0K827",4,0,6,1,0,3
"tRF-24-7P299DWUFJ",13,7,349,13,13,54
"tRF-24-7P299DZUFJ",18,3,60,5,0,9
"tRF-24-7P596VW61M",2,0,54,0,1,3
"tRF-24-7PF59MZL0V",0,0,0,1,0,0
"tRF-24-7PLVR5YLFM",0,0,0,0,1,0
"tRF-24-7PU9XW981M",0,0,0,1,0,3
"tRF-24-7Q2WW18F18",0,0,4,0,0,0
"tRF-24-7SB1RHODE2",2,0,0,0,0,0
"tRF-24-7SB7J0RJE2",0,0,6,0,0,0
"tRF-24-7SBR29N3E2",1,0,0,0,0,0
"tRF-24-7SDR27WMI2",1,0,0,0,0,0
"tRF-24-7SDR2SN1E2",0,0,0,0,0,1
"tRF-24-7SDR2ZNDE2",0,0,8,0,0,0
"tRF-24-7SDR696KE2",0,0,0,0,1,0
"tRF-24-7SDR69OKE2",0,0,7,0,0,0
"tRF-24-7SDRJH71J2",0,1,22,1,1,1
"tRF-24-7SDRJRWMI2",1,0,0,0,0,0
"tRF-24-7SDRXSE5I2",0,0,7,0,0,0
"tRF-24-7SER9I69I2",0,0,4,0,0,0
"tRF-24-7SERM492E2",0,0,0,1,0,1
"tRF-24-7SF7J01JE2",0,0,0,0,0,3
"tRF-24-7SFRJ4O1E2",0,0,16,0,0,3
"tRF-24-7SHRJFWRE2",0,0,0,0,1,4
"tRF-24-7SHRMFWRE2",2,0,14,4,5,9
"tRF-24-7SHRRNWJE2",2,1,9,0,0,1
"tRF-24-7SI7JP8XI2",2,2,16,2,0,6
"tRF-24-7SIR3DR2I2",1,0,50,1,1,4
"tRF-24-7SIR69OKE2",2,0,6,0,0,0
"tRF-24-7SIRM1BVE2",0,1,20,0,0,3
"tRF-24-7SIRM1DVE2",1,0,5,0,1,0
"tRF-24-7SIRM1JVE2",0,1,0,0,0,0
"tRF-24-7SIRMJ6VE2",0,0,10,0,0,0
"tRF-24-7SIRMM12E2",0,0,3,1,0,0
"tRF-24-7SIRMMI2E2",0,0,0,0,0,1
"tRF-24-7SIRY7ZZI2",0,0,5,0,0,1
"tRF-24-7UXP18RZJU",0,1,0,0,0,0
"tRF-24-7W1R7HFEE2",15,0,15,3,2,11
"tRF-24-7X1RJYSXI2",2,0,0,0,0,2
"tRF-24-7X9PN547F6",0,0,0,1,0,0
"tRF-24-81PV6RRN17",1,0,0,2,1,0
"tRF-24-821IQ4YUF2",0,1,0,0,0,0
"tRF-24-83ML5F82HQ",31,11,98,31,23,51
"tRF-24-83ML5F92H3",8,0,28,1,0,3
"tRF-24-86J8WPMNEX",21,4,9,15,7,4
"tRF-24-86V8WPMNEX",5,3,7,3,0,1
"tRF-24-897PVP94FB",1,0,2,0,0,0
"tRF-24-897PVP9NFB",1,0,0,0,0,0
"tRF-24-8DYDZDL9JR",8,1,51,3,3,6
"tRF-24-8FFDXXE6JV",2,0,0,0,0,2
"tRF-24-8FLUD3KS25",0,2,0,0,0,0
"tRF-24-8FLUD3KS2Q",1,0,4,1,1,1
"tRF-24-8KIJL3R70Y",1,2,0,1,0,0
"tRF-24-8PHPDJXW25",0,0,7,0,0,0
"tRF-24-8PLML38BJ5",0,0,5,0,0,0
"tRF-24-915HSX1HHM",1,1,0,4,1,0
"tRF-24-99BMEMR3FV",0,1,11,0,0,0
"tRF-24-99DMEMR3FV",0,0,17,0,0,0
"tRF-24-99OMEMR3FV",0,1,0,1,0,0
"tRF-24-9DWUH6QE1L",3,0,9,0,1,2
"tRF-24-9I1EWJQZFV",3,1,7,2,0,1
"tRF-24-9LON4V45EM",0,0,0,0,0,2
"tRF-24-9LON4VN1EM",18,8,11,9,4,1
"tRF-24-9M739P8WIL",3,0,7,3,0,5
"tRF-24-9MV4QP59I8",0,2,0,2,0,0
"tRF-24-9MV4S4I71W",1,0,1,0,0,0
"tRF-24-9MVH7P59H4",3,0,0,5,1,1
"tRF-24-9MVKS4I71Z",5,0,4,0,1,0
"tRF-24-9N15WV7WIV",0,0,1,0,2,2
"tRF-24-9N1EWJQ7FV",8,0,56,6,4,4
"tRF-24-9NDJ58EV27",0,1,0,0,0,0
"tRF-24-9NF5W8E7H7",77,17,141,45,18,32
"tRF-24-9NF5W8EZH7",19,1,67,2,5,11
"tRF-24-9NLE3JWBIR",0,0,0,0,0,3
"tRF-24-9NLM3KZSI1",1,0,0,0,0,0
"tRF-24-9NS334L2F1",0,0,8,0,0,0
"tRF-24-9O0PRMQ0K2",1,0,0,0,0,0
"tRF-24-9P9NH5SYHQ",0,1,0,0,0,0
"tRF-24-9PMNH5IS15",0,1,0,0,0,0
"tRF-24-9X0UD39425",0,2,0,0,0,0
"tRF-24-B2JK7PP9KQ",2,0,0,0,0,0
"tRF-24-B3J811IK2P",0,0,0,0,1,0
"tRF-24-B4S2QILZEU",0,0,0,1,0,0
"tRF-24-B4ZPEK45F2",2,0,0,0,0,0
"tRF-24-B601WZ03HV",1,0,0,0,0,0
"tRF-24-BE7XO8Q61D",5,0,0,1,0,0
"tRF-24-BRFKWE6MH6",0,3,7,0,0,2
"tRF-24-BSBKZ3R9H9",0,0,4,0,0,0
"tRF-24-BX1WZ4RZ0Z",4,0,0,0,0,0
"tRF-24-BZBZOS4YE2",223,56,1672,214,101,533
"tRF-24-D112Z4R9HZ",0,0,5,0,0,0
"tRF-24-D7B2JK7PI3",0,0,0,0,1,3
"tRF-24-D7OKW419H9",0,0,0,0,1,0
"tRF-24-D8E0LV9DK3",0,0,0,0,1,1
"tRF-24-D8YJE76IKL",6,0,4,0,1,2
"tRF-24-DF4YO9XE1H",1,0,11,0,0,0
"tRF-24-DMI2669KK4",0,0,0,0,1,0
"tRF-24-DRFU8U76ED",0,0,1,0,0,0
"tRF-24-DXQ668V01W",1,0,0,0,0,0
"tRF-24-E96MF0IUIZ",1,0,0,0,0,0
"tRF-24-EO7N987XFD",1,0,0,3,0,0
"tRF-24-EUB4ZPEKH2",1,0,0,0,0,0
"tRF-24-EZOMJFHSFE",5,0,12,1,1,0
"tRF-24-EZOMJHHSFE",6,0,5,1,0,0
"tRF-24-F4BDNZ8OIR",0,0,4,0,0,0
"tRF-24-F8YKIR9NK2",2,0,11,0,0,0
"tRF-24-F91SS2P4IR",25,7,78,11,12,1
"tRF-24-F91SS2PMER",3,0,19,1,1,0
"tRF-24-F9LKXNYQFP",66,15,228,54,30,63
"tRF-24-FEWS3V2VIX",0,1,0,0,2,0
"tRF-24-FI23W8WRI7",2,0,0,0,0,2
"tRF-24-FJ33DSJO0W",0,0,0,0,0,1
"tRF-24-FR6LQ6S82X",0,1,0,0,0,2
"tRF-24-FSXMSL732Z",15,2,5,6,10,4
"tRF-24-FV7SQWU1H6",0,0,0,0,0,3
"tRF-24-FWQ8P6U1FX",0,0,10,0,0,0
"tRF-24-FZ2DN1RJKJ",0,1,7,0,0,0
"tRF-24-FZF8V0JZHW",0,0,0,1,0,0
"tRF-24-H3RUSMKVHN",0,2,0,0,0,0
"tRF-24-H3RXSINHKN",2,2,25,3,0,0
"tRF-24-H3S3RX8HJP",0,0,8,0,0,0
"tRF-24-H4SXQ3V2KJ",1,0,14,4,0,2
"tRF-24-HDK2RSI2JL",0,1,0,0,0,0
"tRF-24-HFO6FJN609",1,0,0,0,0,0
"tRF-24-HMI8W47WFD",4,0,3,0,0,0
"tRF-24-HRL7S5QKER",0,0,0,0,0,1
"tRF-24-I2JQSSM825",1,1,0,0,0,0
"tRF-24-I34JRX6N1P",0,0,0,2,0,0
"tRF-24-I3VF4YOZJ6",5,0,8,2,2,12
"tRF-24-I8W47W1R2M",8,0,48,3,4,1
"tRF-24-IBB7Z92KE1",2,0,10,1,1,0
"tRF-24-IIZFMQ5J1K",0,0,4,0,0,0
"tRF-24-INVDRI2QFV",16,1,57,5,2,2
"tRF-24-IR6MF0IUIZ",0,0,0,1,0,0
"tRF-24-IR9NY5KK19",0,0,6,0,0,0
"tRF-24-IRJ9ZH0S2E",0,1,0,0,0,0
"tRF-24-ISQI45LS19",0,0,0,2,0,0
"tRF-24-IWQZPHM825",0,0,0,0,0,1
"tRF-24-J0DPZOIPED",22,4,89,23,17,10
"tRF-24-J29154SXE9",1,0,7,1,0,0
"tRF-24-J4S2QHXZEU",0,0,0,4,0,0
"tRF-24-J8WPMN1EJ3",6,3,26,5,4,1
"tRF-24-JM8LHYD3H0",0,0,5,0,0,0
"tRF-24-JMRPFQJDKQ",15,11,24,11,3,15
"tRF-24-JMRPFQRDJQ",1,0,7,2,0,0
"tRF-24-JN5VF3R3KP",3,0,20,2,0,0
"tRF-24-JN5XR4NPHN",1,0,0,0,0,0
"tRF-24-JOKP1M58F3",3,0,0,0,0,0
"tRF-24-JOKP1M58FK",4,0,17,6,2,2
"tRF-24-JQJYSWRY2Z",0,0,1,0,0,0
"tRF-24-JQR7F8YKF5",0,0,0,1,0,0
"tRF-24-JYSWRYVMH0",82,30,282,64,18,39
"tRF-24-K2821IQ4KK",0,0,0,2,0,0
"tRF-24-KF9MVH7PIE",9,0,12,1,0,8
"tRF-24-KL0653L4ID",1,2,0,0,0,0
"tRF-24-KL9MVH7PIE",0,0,0,1,1,3
"tRF-24-KP1M58HU0V",1,0,0,1,0,2
"tRF-24-KPQJ3KYUHJ",0,1,0,0,0,0
"tRF-24-L38BWS7KE3",0,0,3,0,0,0
"tRF-24-L38BWSNKI3",0,0,1,0,0,0
"tRF-24-L3W0WS72E3",0,0,0,1,0,0
"tRF-24-L87SHRM5I9",0,0,1,0,0,0
"tRF-24-L8K87SIR1Z",0,0,0,1,0,0
"tRF-24-L981PV6RIZ",24,7,61,8,8,9
"tRF-24-LPMBQ4NK12",0,0,0,0,1,0
"tRF-24-LQ947673E6",1,0,0,0,0,0
"tRF-24-LZ81PV6RIZ",2,1,6,0,0,2
"tRF-24-M2OSRN2N1J",0,0,1,0,0,0
"tRF-24-M2OSRNLN1J",0,0,1,0,0,0
"tRF-24-M3WBKS8WI3",1,0,0,0,0,0
"tRF-24-M3WD8S74I6",2,1,0,0,0,0
"tRF-24-M3WE8S681U",6,1,0,0,0,0
"tRF-24-M3WE8SSPI6",0,0,0,1,0,0
"tRF-24-M8ZLSSXUH7",47,15,393,15,14,24
"tRF-24-MBQ4NKKW0V",1,0,0,0,0,0
"tRF-24-MEF91SS2II",3,0,11,4,1,1
"tRF-24-MH490VL81K",4,0,11,0,1,2
"tRF-24-MHN90VL81K",0,0,8,0,1,0
"tRF-24-MI7O3B1N20",0,2,12,1,1,0
"tRF-24-MIF91SS2II",0,0,1,0,0,0
"tRF-24-MIMYSXR3FL",1,0,0,0,0,0
"tRF-24-ML5F924ZED",3,0,3,0,0,2
"tRF-24-ML5FX24ZED",1,0,4,2,0,0
"tRF-24-ML5FZUNFID",2,0,0,1,0,0
"tRF-24-MLHVHBEX0R",2,0,8,0,0,0
"tRF-24-MN1E8Y7ZFV",1,0,8,0,0,0
"tRF-24-MNFV7SQW2R",0,1,0,1,0,3
"tRF-24-MNFVISQW2R",5,0,0,0,0,0
"tRF-24-MNH5SYNXF8",0,2,0,0,1,0
"tRF-24-MNLE308HI1",1,0,5,0,0,0
"tRF-24-MNLM3KMBE1",0,1,0,0,0,0
"tRF-24-MPW4PU732S",0,0,3,0,0,0
"tRF-24-MQ18Y3E7IN",1,0,0,0,0,0
"tRF-24-MZ3L7L73JD",0,0,5,0,0,0
"tRF-24-N0RR1380J3",0,0,6,0,0,0
"tRF-24-N1Y6FPZD14",0,0,0,0,0,2
"tRF-24-N3WE884UEX",1,0,0,0,0,0
"tRF-24-N3WEK879IU",2,1,0,0,2,1
"tRF-24-N3Z6KPQJ14",0,0,4,0,0,0
"tRF-24-NF56FK8R2E",0,0,0,0,0,1
"tRF-24-NKYUHRF8IV",1,0,0,0,0,0
"tRF-24-NL5RYKWI2E",0,0,4,0,1,0
"tRF-24-NMEH623K25",2,0,0,0,0,0
"tRF-24-NNBX1WZ42E",1,0,0,0,0,0
"tRF-24-NPML5FZUHM",0,0,0,2,0,0
"tRF-24-NQDVLKZ4FE",0,0,0,0,0,1
"tRF-24-NRDF7UK825",0,2,0,0,0,1
"tRF-24-NS56O2Z02E",1,0,0,0,0,0
"tRF-24-NS56O2ZF2E",2,0,0,1,0,0
"tRF-24-NSJWI0PRIZ",1,0,0,0,0,0
"tRF-24-NSRV50SRIZ",1,0,4,1,1,2
"tRF-24-NY2WI0PRIZ",7,0,12,4,2,4
"tRF-24-NYDRFO8U25",0,0,8,0,0,0
"tRF-24-NYJWI0PRIZ",1,0,6,0,0,0
"tRF-24-NYRV50SRIZ",2,0,15,1,0,2
"tRF-24-NYRVU4722O",0,0,3,0,0,2
"tRF-24-O045DBNI0W",1,0,0,0,0,0
"tRF-24-O9XEKJ5RHZ",0,0,0,1,1,0
"tRF-24-OB1690PQIY",5,0,30,6,0,7
"tRF-24-OB9ZFH69EI",11,0,6,10,1,2
"tRF-24-OUR8309N0Y",1,4,63,1,0,2
"tRF-24-OZXEKJ5RHZ",0,0,0,0,0,1
"tRF-24-P6U1J0SUJX",0,0,0,1,0,0
"tRF-24-P9NPLPVJE8",1,0,0,0,0,0
"tRF-24-PJ58309N0Y",0,2,0,0,0,0
"tRF-24-PJ60MV9J1I",1,0,0,2,0,0
"tRF-24-PS5P4PW3ES",0,0,0,0,1,0
"tRF-24-PSQP4PW3ES",1,0,1,0,0,0
"tRF-24-PU73UKL4HW",0,0,0,0,1,0
"tRF-24-PY8HM2OSIZ",1,0,0,0,0,0
"tRF-24-Q2FWQ8P62R",1,0,0,0,0,0
"tRF-24-Q6J6K6UDE2",1,0,0,1,1,4
"tRF-24-Q6S8V0J6HW",4,2,0,2,0,2
"tRF-24-Q6S8V0J8HW",1,0,8,2,0,0
"tRF-24-Q72S3HPS2E",1,0,0,0,0,2
"tRF-24-Q99P9P9NF2",0,0,5,0,0,2
"tRF-24-Q9B1XSRIJ2",0,1,13,0,0,7
"tRF-24-QFQ2FWQ8IJ",1,0,0,0,0,0
"tRF-24-QI45LSM11Y",11,3,91,8,4,14
"tRF-24-QIY5LSM11Y",3,0,2,0,0,0
"tRF-24-QJ3KYU4R20",0,0,5,0,0,0
"tRF-24-QNR8VP9LEU",0,1,0,0,0,0
"tRF-24-QO945NB2HQ",1,0,0,0,0,0
"tRF-24-QXBR3XZ7E2",0,0,6,0,0,0
"tRF-24-QXL13XZ512",0,0,7,2,0,0
"tRF-24-QZ2S3HPS2E",1,0,0,0,0,0
"tRF-24-QZPHVU6R1Y",4,0,33,2,0,2
"tRF-24-QZR44ER8FE",2,0,0,0,0,0
"tRF-24-R29P4P9LH9",26,7,136,17,5,13
"tRF-24-R38E8RO8IS",0,0,5,0,0,0
"tRF-24-R3VJ4ZZ5FV",1,1,3,2,0,0
"tRF-24-R3WE8RO8IS",1,1,7,0,2,0
"tRF-24-R7184KISIM",0,0,5,0,0,0
"tRF-24-R718YKISIM",1,0,0,0,0,0
"tRF-24-R7F8YKIRJZ",1,0,0,0,0,0
"tRF-24-R95933JK0V",0,0,0,1,0,1
"tRF-24-R95MN1Q31V",0,0,5,0,0,0
"tRF-24-R95R3JH9FV",1,0,0,0,0,0
"tRF-24-R95RKJH9FV",1,0,0,0,0,0
"tRF-24-R9DR3J09FV",0,0,4,0,0,0
"tRF-24-R9O1NILY1V",0,0,4,0,0,0
"tRF-24-R9O9337K0V",0,0,0,1,0,0
"tRF-24-R9OMKM4W1V",6,0,0,1,0,1
"tRF-24-RK9P4P9LH9",41,10,124,39,28,9
"tRF-24-RKIP4OI3ES",1,1,21,4,0,0
"tRF-24-RKJP4P9LH9",2,1,0,0,0,0
"tRF-24-RKVPNPMLH9",0,0,0,1,1,0
"tRF-24-RN11WZY1E2",0,1,0,0,0,0
"tRF-24-RN23KYY8IM",2,0,0,1,1,1
"tRF-24-RN2NKSEKH9",9,3,0,4,0,2
"tRF-24-RNLIK898HR",38,13,52,10,1,3
"tRF-24-RNLIK8V8HR",4,0,2,1,0,2
"tRF-24-RNLNK6EKH9",0,0,1,0,0,0
"tRF-24-RNLNK88KHR",99,31,51,13,5,6
"tRF-24-RNLNK8QJI1",3,0,0,2,0,0
"tRF-24-RNLNKSEKH9",67,16,79,22,14,10
"tRF-24-ROPIN24YED",0,0,7,0,1,0
"tRF-24-RP9830MM2S",0,0,1,0,0,0
"tRF-24-RPD9W1X618",0,0,1,0,0,0
"tRF-24-RPFQRDWXFJ",9,2,6,5,0,6
"tRF-24-RPM8309M2S",0,0,12,1,0,0
"tRF-24-RPM830MM2S",0,0,11,3,3,0
"tRF-24-RS9NS3341S",1,0,0,0,0,0
"tRF-24-RX1HI242ED",0,0,0,1,0,0
"tRF-24-RX6NMH49EK",11,5,62,5,4,17
"tRF-24-RXPIN24YED",83,18,435,36,28,111
"tRF-24-RXPIN2NYED",16,6,121,15,7,33
"tRF-24-RXSMKVNMEM",0,0,0,1,0,0
"tRF-24-RYVMMV5B2V",1,0,0,0,0,0
"tRF-24-S0299DWUFJ",0,1,14,0,0,0
"tRF-24-S2I7L7P5I4",3,3,364,7,1,15
"tRF-24-S3M8309N0Y",91,22,811,81,33,112
"tRF-24-S3RX8HWVKO",0,0,0,0,1,0
"tRF-24-S4I7MN931L",0,0,0,1,3,0
"tRF-24-S5R8309N0Y",0,0,0,0,0,1
"tRF-24-SBUL6JYB1J",0,1,0,0,0,0
"tRF-24-SJ7JLJR70Y",0,0,3,0,0,0
"tRF-24-SL73VL4YHE",13,1,7,9,4,3
"tRF-24-SP58309M2S",6,3,32,4,2,2
"tRF-24-SWRYVMMVHX",10,1,9,13,4,3
"tRF-24-SX73V2Y81W",0,0,6,2,1,0
"tRF-24-SXQ3V2Y72E",0,0,0,0,1,0
"tRF-24-U29F51MLFK",1,0,0,0,0,0
"tRF-24-U45O6QJ1JK",1,0,0,2,0,0
"tRF-24-U736DFHFHL",4,0,0,0,1,0
"tRF-24-UMX0SW5N17",1,0,0,0,0,0
"tRF-24-UMXKS6RNFS",1,0,5,0,0,0
"tRF-24-UP0O51YOEV",0,0,0,0,1,1
"tRF-24-V29K9UV3IU",32,4,82,12,3,11
"tRF-24-V2Y7RZ81FY",2,1,0,0,0,3
"tRF-24-V2Y8L981IK",1,0,12,1,0,3
"tRF-24-V36562IZI7",0,0,0,0,0,1
"tRF-24-V3WD8YQ8HK",1,1,7,0,2,0
"tRF-24-V470VR31KD",5,3,18,4,6,3
"tRF-24-V47P596VJ5",1,1,0,0,1,0
"tRF-24-V47PU9XWK0",3,1,18,3,0,0
"tRF-24-V47PVR31KD",8,3,13,9,5,1
"tRF-24-V47Q2WNIK1",0,0,0,2,0,0
"tRF-24-V4V47Q2WHM",0,0,0,2,0,0
"tRF-24-V6M7QZ0HFX",0,0,6,0,0,0
"tRF-24-V8WPMN1EJ3",2,0,23,2,0,4
"tRF-24-VF4YO9XE1H",0,1,26,3,1,2
"tRF-24-VH7P59N3K5",0,0,0,0,0,2
"tRF-24-VH9154SXE9",0,0,0,0,1,2
"tRF-24-VH915HSXE9",0,0,5,0,0,0
"tRF-24-VM7JL3RXE9",2,1,0,0,0,0
"tRF-24-VP9N15WV2P",8,2,23,3,4,4
"tRF-24-VP9N15WVIP",0,0,1,0,0,0
"tRF-24-VP9N1QKS1P",1,0,0,0,0,0
"tRF-24-VW3H93WB1J",0,1,0,0,0,0
"tRF-24-W282FNPKKK",0,0,7,0,0,0
"tRF-24-W3FJHPEZ27",4,1,0,1,0,0
"tRF-24-W47W1R7HE6",69,18,650,27,25,56
"tRF-24-W631QJ3KKK",0,0,0,2,0,0
"tRF-24-WIZKXU531K",0,0,2,0,0,0
"tRF-24-WJQ72S3HIJ",26,6,87,18,7,10
"tRF-24-WJQZ2S3HIJ",0,1,0,0,0,2
"tRF-24-WLV47PU9J8",7,2,9,3,0,4
"tRF-24-WO2F9IY9E2",2,2,20,1,2,5
"tRF-24-WO6V9EYKHJ",0,1,0,0,0,0
"tRF-24-WP9I1EWJIQ",0,0,7,0,0,0
"tRF-24-WP9N1EWJI5",16,6,26,6,4,12
"tRF-24-WU1M70YUI3",0,0,0,1,1,0
"tRF-24-WU1MN0YUI3",0,0,0,0,0,1
"tRF-24-WUH6QE30K2",3,0,17,1,2,1
"tRF-24-WUH6QE30KK",1,0,8,0,0,0
"tRF-24-WW6VD8HJII",0,0,0,2,0,0
"tRF-24-WYUDJKSVHZ",3,0,0,0,1,0
"tRF-24-X0HXD3KY25",0,0,0,0,1,0
"tRF-24-XEKJ5R5N1S",1,0,0,0,0,0
"tRF-24-XF026ZED13",1,0,0,0,0,0
"tRF-24-XLR828FEKP",0,0,10,0,0,0
"tRF-24-XO53FP5SEM",0,0,0,0,2,0
"tRF-24-XSXMSL732Z",132,36,156,86,31,73
"tRF-24-XZX5S41114",0,0,8,0,0,0
"tRF-24-Y0QE6IQOJ2",0,0,0,0,1,0
"tRF-24-Y189BJD5EP",1,0,0,1,0,0
"tRF-24-Y3E7QN7J1U",0,0,0,0,1,0
"tRF-24-Y6FPZD3KKK",0,0,5,0,0,0
"tRF-24-Y6V4V47QF8",0,0,0,0,0,1
"tRF-24-Y87HFK8S2E",1,1,0,0,0,2
"tRF-24-Y8L981PVIV",1,1,11,1,0,1
"tRF-24-Y91293WEJ5",0,3,3,0,0,0
"tRF-24-YJE76INBJ2",4,1,69,1,4,12
"tRF-24-YKISQI451V",11,2,81,3,6,12
"tRF-24-YLI1539U25",2,0,0,0,0,0
"tRF-24-YS56O2Z02E",0,0,1,0,0,0
"tRF-24-YXI6D39825",0,0,0,0,1,0
"tRF-24-Z2NO5RD8F5",0,0,0,0,2,0
"tRF-24-Z3M8ZLSSJ8",13,0,35,5,2,11
"tRF-24-Z87HFK8S2E",27,10,117,31,13,39
"tRF-24-Z8SSFK8S2E",0,0,0,0,1,0
"tRF-24-Z90668K825",0,0,0,0,0,3
"tRF-24-ZDXPHO5313",0,0,0,0,0,1
"tRF-24-ZEF3BLHKEW",1,0,4,0,1,0
"tRF-24-ZF9Q5JK825",0,0,0,1,0,0
"tRF-24-ZFMQ5JK825",0,1,0,1,0,0
"tRF-24-ZKXU53K825",1,0,0,1,0,0
"tRF-24-ZONL56FKJJ",1,0,0,0,0,1
"tRF-24-ZR3FJ3WBJ3",0,0,0,2,0,0
"tRF-24-ZR3HJ3WBJ3",3,2,0,1,3,1
"tRF-24-ZUV0UEDPH9",1,0,0,0,0,0
"tRF-24-ZVELXKKS2E",25,4,35,15,6,6
"tRF-24-ZVILXKKS2E",0,0,0,1,0,0
"tRF-25-02OL7XDXOM",0,0,0,1,0,0
"tRF-25-04SXQ3V2Y7",22,4,61,5,3,4
"tRF-25-0653L45SB1",0,0,8,0,0,0
"tRF-25-08F4BDNZ8O",0,0,1,0,0,0
"tRF-25-0IOB9ZFH69",0,0,0,0,0,8
"tRF-25-0P58309NDJ",5,0,39,4,2,10
"tRF-25-1293WEW6VM",1,0,0,0,0,0
"tRF-25-1380877S6V",21,2,17,5,2,0
"tRF-25-1664PUQ340",1,0,0,0,0,0
"tRF-25-18X3HRL7S5",0,0,0,1,3,0
"tRF-25-18YKISQI45",1,0,14,0,0,0
"tRF-25-195MW36D46",0,0,5,0,0,0
"tRF-25-19BMW36D46",0,0,11,0,0,0
"tRF-25-19BMW3RD46",0,0,0,0,0,2
"tRF-25-19BMWIRJ46",0,0,9,0,0,4
"tRF-25-1E8Y7Z2R14",3,1,5,0,1,1
"tRF-25-1EWJQ72S3H",0,1,0,0,0,0
"tRF-25-1HPSR9O933",1,1,0,0,0,0
