"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-21-YDZDL9X1B",76.03,835.37,66.68,520.63,684.53,441.16,548.06,657.83
"tRF-21-YEN0RR13E",0,0,0,0,0,13.37,0,0
"tRF-21-YFSP1N2ND",0,15.37,0,6.43,8.83,26.74,22.84,11.68
"tRF-21-YK37ZXK1B",12.17,76.87,7.02,57.85,57.41,53.47,41.1,38.93
"tRF-21-YK7IVI7OD",0,5.12,3.51,0,17.67,4.46,4.57,7.79
"tRF-21-YKIR9NY5D",0,5.12,3.51,0,0,0,0,0
"tRF-21-YKISQI45D",0,5.12,10.53,0,0,0,4.57,0
"tRF-21-YLKZKWE5D",0,0,0,0,4.42,8.91,4.57,0
"tRF-21-YO0Y3KQ9D",0,30.75,10.53,0,8.83,4.46,13.7,3.89
"tRF-21-YOFR83DN0",0,0,0,0,0,4.46,0,0
"tRF-21-YOH9R8B7D",0,0,0,12.85,0,0,0,0
"tRF-21-YOHR6HFRD",0,0,3.51,6.43,4.42,0,0,0
"tRF-21-YPZEP27K0",0,5.12,3.51,0,0,0,0,0
"tRF-21-YRL51NLED",0,0,0,6.43,0,0,0,0
"tRF-21-YSV4V47QE",6.08,0,0,6.43,8.83,0,0,7.79
"tRF-21-YSV4V4SQD",3.04,5.12,0,0,4.42,0,9.13,3.89
"tRF-21-YSV4VH7QD",0,5.12,3.51,0,4.42,0,0,0
"tRF-21-YU07QSNHD",0,5.12,0,0,0,0,0,0
"tRF-21-YU0RSSX7D",3.04,5.12,0,0,0,0,0,0
"tRF-21-YU476YQSD",3.04,0,0,12.85,4.42,0,0,0
"tRF-21-YU8R6Q46D",3.04,0,3.51,0,0,8.91,4.57,3.89
"tRF-21-YU8SRZMFD",3.04,0,0,0,0,0,0,3.89
"tRF-21-YUBS68BFD",0,0,0,0,0,0,0,3.89
"tRF-21-YUHR1PF7D",0,0,3.51,0,0,0,0,0
"tRF-21-YUHRF8X7D",0,0,0,6.43,4.42,0,0,0
"tRF-21-YUHS16MFD",0,0,0,0,0,4.46,0,0
"tRF-21-YUS7PVRSD",0,0,3.51,0,0,0,0,0
"tRF-21-YUS9R8B7D",15.21,5.12,3.51,12.85,26.5,13.37,0,7.79
"tRF-21-YUY9H33PD",0,0,3.51,0,0,0,4.57,0
"tRF-21-Z3M8ZLSSE",76.03,92.25,59.67,83.56,136.91,115.86,146.15,128.45
"tRF-21-Z44Y2V7KE",0,5.12,0,0,4.42,0,0,0
"tRF-21-Z4NY2V7KE",0,5.12,0,6.43,0,0,0,0
"tRF-21-Z516538EE",0,0,0,0,0,0,4.57,3.89
"tRF-21-Z631QJ3KE",0,0,0,0,4.42,0,0,0
"tRF-21-Z87ID890E",3.04,5.12,3.51,0,0,0,4.57,0
"tRF-21-ZB8PLML3E",0,5.12,0,0,0,0,0,0
"tRF-21-ZEP27K7Z0",3.04,0,0,0,0,0,4.57,0
"tRF-21-ZEVKXZFYE",9.12,10.25,3.51,6.43,0,0,9.13,15.57
"tRF-21-ZFMQ5JK80",3.04,0,7.02,6.43,0,0,0,3.89
"tRF-21-ZH0SR959D",9.12,0,3.51,0,0,0,4.57,0
"tRF-21-ZKXU53K80",3.04,0,0,0,0,8.91,4.57,0
"tRF-21-ZKXXI363E",6.08,10.25,7.02,12.85,26.5,22.28,22.84,27.25
"tRF-21-ZLB6R3LU0",0,10.25,10.53,6.43,8.83,0,0,0
"tRF-21-ZLBS5EOBD",0,25.62,3.51,0,4.42,0,4.57,3.89
"tRF-21-ZLSSXUOLD",0,0,10.53,0,8.83,4.46,0,3.89
"tRF-21-ZOSRI8WPD",3.04,0,3.51,0,0,0,0,0
"tRF-21-ZOWURMJKE",0,5.12,0,0,0,4.46,0,0
"tRF-21-ZQSJY189B",0,5.12,0,0,0,0,0,0
"tRF-21-ZRS3S3R6E",0,0,3.51,0,0,0,4.57,0
"tRF-21-ZUH6QE30E",0,0,3.51,0,4.42,0,0,0
"tRF-21-ZVELXKKS0",0,0,0,12.85,0,0,0,0
"tRF-21-ZXHY13KK0",0,0,10.53,6.43,4.42,0,0,0
"tRF-22-02K0F78BM",0,0,0,6.43,0,0,0,0
"tRF-22-04SXQ3V2Q",3.04,5.12,0,0,0,4.46,0,0
"tRF-22-08F4BDNZ5",9.12,20.5,7.02,6.43,26.5,35.65,36.54,27.25
"tRF-22-094OFOU5P",0,0,0,0,4.42,0,13.7,0
"tRF-22-0HJBRR935",0,0,0,0,0,0,4.57,0
"tRF-22-0HLBRR33Q",0,5.12,0,0,0,0,0,0
"tRF-22-0PNYRKYUQ",12.17,0,7.02,0,0,4.46,0,0
"tRF-22-0VL8K87SI",0,15.37,0,0,22.08,26.74,4.57,11.68
"tRF-22-10H7RNLEJ",0,5.12,0,0,0,0,0,3.89
"tRF-22-1293WEW6O",0,10.25,3.51,6.43,0,8.91,4.57,3.89
"tRF-22-12Z4R95MJ",9.12,5.12,0,0,0,0,0,0
"tRF-22-14PSR9O9J",0,0,0,0,0,0,4.57,0
"tRF-22-15WV7W6S2",0,0,0,6.43,0,0,0,0
"tRF-22-1690PQR3P",0,0,0,0,0,0,9.13,0
"tRF-22-16ZSIJ7KQ",3.04,0,0,0,0,0,0,0
"tRF-22-17JOWU1MN",3.04,0,3.51,0,0,0,0,0
"tRF-22-17N4QFH8Q",3.04,0,0,0,0,0,0,0
"tRF-22-17NSRJ7KQ",3.04,0,0,0,0,0,0,0
"tRF-22-18S2PNXIM",3.04,0,0,0,0,0,0,0
"tRF-22-18X3HRL7N",0,0,7.02,0,0,0,0,0
"tRF-22-18Y3E7QNN",39.54,20.5,56.16,19.28,22.08,22.28,13.7,11.68
"tRF-22-18YKISQI3",45.62,46.12,24.57,38.56,4.42,49.02,45.67,23.36
"tRF-22-195MW36D3",0,0,0,0,0,0,0,3.89
"tRF-22-195RWIRJ3",0,0,0,0,4.42,0,4.57,0
"tRF-22-19BMW36D3",9.12,0,0,0,0,0,4.57,0
"tRF-22-19BMWIRJ3",3.04,0,3.51,0,0,0,0,0
"tRF-22-1E6S18WO4",0,0,0,0,0,0,0,3.89
"tRF-22-1E8Y7Z2RH",0,0,0,0,4.42,0,4.57,3.89
"tRF-22-1ER37E14M",0,0,3.51,0,0,0,0,0
"tRF-22-1EWJQ72SJ",24.33,46.12,21.06,32.14,35.33,71.3,22.84,46.71
"tRF-22-1EWJQZ2SJ",0,0,0,0,13.25,4.46,0,3.89
"tRF-22-1HPSR9O9J",0,5.12,0,0,8.83,0,9.13,0
"tRF-22-1IUUK7VZ1",0,0,0,0,4.42,0,0,0
"tRF-22-1KVUY9Q94",0,0,3.51,0,0,0,4.57,0
"tRF-22-1KYK37ZXJ",0,5.12,0,0,0,0,4.57,0
"tRF-22-1OHE10NO1",0,5.12,0,0,4.42,4.46,9.13,0
"tRF-22-1SS2P46I3",18.25,10.25,17.55,12.85,0,4.46,4.57,3.89
"tRF-22-1SS2PMFIQ",15.21,0,3.51,0,0,0,4.57,15.57
"tRF-22-1WZ4RZDMJ",0,0,0,0,4.42,0,4.57,0
"tRF-22-1XDDZZ4Y1",0,0,0,0,0,4.46,0,3.89
"tRF-22-1YIF54RNQ",3.04,0,3.51,0,0,0,0,0
"tRF-22-1YIPRVYJP",12.17,0,14.04,0,17.67,8.91,18.27,7.79
"tRF-22-1ZILQX3R5",0,0,0,0,4.42,0,0,0
"tRF-22-25QB1MK8Q",0,0,0,0,4.42,0,0,0
"tRF-22-2891547O4",0,0,0,6.43,0,0,0,0
"tRF-22-2F37YF7D2",0,5.12,0,6.43,0,0,9.13,0
"tRF-22-2FYOB0152",0,0,0,0,0,0,4.57,0
"tRF-22-2OOIQO4QM",3.04,30.75,3.51,6.43,48.58,8.91,22.84,31.14
"tRF-22-2QR7F8YKI",9.12,0,0,0,0,0,9.13,3.89
"tRF-22-2S3HPSR9L",0,0,0,12.85,4.42,4.46,0,0
"tRF-22-2VF0S7RNK",0,0,3.51,0,0,0,0,0
"tRF-22-2VR008R9L",0,5.12,0,0,8.83,8.91,9.13,11.68
"tRF-22-2YBE7XO8M",0,0,3.51,6.43,8.83,0,0,0
"tRF-22-2YU04DYJI",0,0,0,0,4.42,4.46,0,0
"tRF-22-31QJ3KYUQ",3.04,0,0,0,4.42,4.46,4.57,7.79
"tRF-22-325UB1ZZJ",0,0,0,0,0,4.46,4.57,3.89
"tRF-22-3282FN5KQ",0,5.12,0,0,0,0,0,0
"tRF-22-32VIJMRPH",0,10.25,0,12.85,4.42,4.46,0,3.89
"tRF-22-392J1Y0S4",24.33,25.62,49.14,19.28,17.67,22.28,18.27,7.79
"tRF-22-3IRW18V6P",6.08,0,7.02,6.43,0,0,9.13,3.89
"tRF-22-3JVIJMRPH",3.04,0,0,0,0,8.91,4.57,0
"tRF-22-3K7SIR3D4",0,5.12,0,0,0,0,0,0
"tRF-22-3OPP6N7KQ",3.04,5.12,3.51,0,0,4.46,0,3.89
"tRF-22-3R8BPE0IL",0,5.12,0,0,0,0,0,3.89
"tRF-22-3SYJP31FM",3.04,0,0,0,0,0,0,0
"tRF-22-3V2VR0PS4",3.04,5.12,3.51,6.43,0,4.46,0,3.89
"tRF-22-3W2VR0084",24.33,25.62,24.57,32.14,44.16,22.28,27.4,46.71
"tRF-22-409Z7KZON",3.04,0,0,0,0,0,4.57,0
"tRF-22-40KK5Y935",24.33,35.87,42.12,19.28,22.08,53.47,31.97,15.57
"tRF-22-436X6NMH3",3.04,0,0,0,0,0,0,3.89
"tRF-22-43RX6NJH3",0,0,0,0,0,4.46,0,0
"tRF-22-43RX6NMH3",33.45,15.37,7.02,6.43,4.42,26.74,9.13,11.68
"tRF-22-45DBNIB9I",0,10.25,0,0,0,0,4.57,0
"tRF-22-45EHBK8R4",3.04,0,3.51,0,0,0,0,3.89
"tRF-22-45H5KQBFJ",0,10.25,0,6.43,8.83,4.46,18.27,0
"tRF-22-45LSM1M35",3.04,5.12,0,0,0,0,0,0
"tRF-22-4656OKNHP",6.08,0,0,0,0,0,0,0
"tRF-22-47202L2YF",0,0,0,6.43,8.83,4.46,4.57,7.79
"tRF-22-47D112Z44",0,0,0,6.43,0,0,0,0
"tRF-22-490VL8K8N",0,5.12,3.51,0,4.42,0,4.57,0
"tRF-22-4B8XVQN52",0,0,0,0,4.42,4.46,0,3.89
"tRF-22-4BOPRN115",15.21,51.25,42.12,19.28,79.49,40.11,45.67,50.6
"tRF-22-4DBQ6ZW6J",3.04,5.12,0,0,0,8.91,4.57,3.89
"tRF-22-4ER81XDDQ",0,15.37,7.02,19.28,26.5,13.37,31.97,31.14
"tRF-22-4KRQ59WI5",3.04,0,0,0,0,0,0,0
"tRF-22-4KRQ59WIQ",3.04,0,0,6.43,8.83,8.91,9.13,3.89
"tRF-22-4MJYSZ11J",3.04,5.12,0,0,0,0,0,3.89
"tRF-22-4P64R9595",3.04,15.37,7.02,0,8.83,22.28,31.97,23.36
"tRF-22-4PW3FJHP1",6.08,0,17.55,0,0,0,0,0
"tRF-22-4PW3FJIK1",9.12,5.12,0,0,0,0,0,3.89
"tRF-22-4QD7OKW4H",0,0,0,0,0,4.46,0,0
"tRF-22-4S14IZJQP",0,0,0,0,0,0,0,3.89
"tRF-22-4S5IR2Z44",0,0,0,0,0,4.46,0,0
"tRF-22-51MLHVHB1",0,5.12,0,0,13.25,0,0,7.79
"tRF-22-53F85SI1K",0,0,0,0,0,4.46,0,0
"tRF-22-5BF900BY3",203.77,44699.78,396.6,24360.14,30357.77,24428.83,15300.09,18734.62
"tRF-22-5BVNUEVB5",0,0,0,0,4.42,4.46,0,0
"tRF-22-5DMKYUYRK",3.04,0,0,0,0,0,0,0
"tRF-22-5IUDK7VZ3",0,0,0,0,0,0,4.57,0
"tRF-22-5K8PR9DM3",0,0,0,6.43,0,0,0,0
"tRF-22-5NB2NZW7L",0,0,0,0,4.42,0,0,3.89
"tRF-22-5NL3489BJ",0,0,0,0,0,0,0,3.89
"tRF-22-5NLE4892J",0,5.12,0,0,0,0,0,0
"tRF-22-5OJIH6Z33",6.08,15.37,7.02,0,4.42,13.37,0,7.79
"tRF-22-5P1OHE103",9.12,15.37,3.51,0,8.83,17.82,0,11.68
"tRF-22-5P7JE2ONQ",0,0,0,6.43,0,0,0,0
"tRF-22-5XR4NPNNF",0,0,0,12.85,4.42,0,4.57,3.89
"tRF-22-60MV9JKL1",0,0,0,0,4.42,0,0,0
"tRF-22-63U0EZY9P",0,5.12,0,0,4.42,0,4.57,0
"tRF-22-6INB8PLMK",3.04,0,3.51,0,0,0,0,3.89
"tRF-22-6PFRROWFO",0,0,0,0,0,4.46,0,0
"tRF-22-6RRNLIK8P",3.04,0,0,0,0,0,0,0
"tRF-22-6VW631QJJ",0,0,0,0,0,4.46,0,0
"tRF-22-70VR3196K",0,5.12,0,0,0,0,0,0
"tRF-22-727OFIZ95",0,0,0,6.43,0,0,0,0
"tRF-22-739P8WQ0F",15.21,5.12,3.51,12.85,39.75,31.19,27.4,31.14
"tRF-22-73V2Y8L95",3.04,0,17.55,6.43,4.42,0,18.27,11.68
"tRF-22-73V6M7QZ1",6.08,0,3.51,0,8.83,4.46,4.57,0
"tRF-22-73VL4YMYP",3.04,0,21.06,0,17.67,0,13.7,7.79
"tRF-22-76D7M4615",0,0,0,6.43,0,0,0,0
"tRF-22-76DRMD51J",0,0,0,0,0,4.46,0,0
"tRF-22-76DRR4KR5",3.04,10.25,0,0,4.42,0,4.57,3.89
"tRF-22-76HRMFWR1",0,0,3.51,0,0,0,0,0
"tRF-22-76IR3DR2M",0,0,3.51,0,0,0,0,0
"tRF-22-79MP909NI",0,0,0,0,0,4.46,0,0
"tRF-22-79MP9P9MI",6.08,20.5,24.57,44.99,30.91,22.28,9.13,27.25
"tRF-22-7E14PH5BQ",3.04,0,0,0,0,0,0,0
"tRF-22-7F73FEWSJ",0,5.12,0,0,0,0,4.57,0
"tRF-22-7ID890YBL",0,0,0,0,0,0,0,3.89
"tRF-22-7N987X1R2",0,0,0,0,0,4.46,0,0
"tRF-22-7O409Z7KQ",12.17,0,17.55,6.43,0,0,4.57,3.89
"tRF-22-7O58J0K8O",6.08,51.25,3.51,32.14,79.49,62.39,31.97,35.03
"tRF-22-7OFIZ9WUJ",9.12,10.25,0,6.43,8.83,22.28,13.7,3.89
"tRF-22-7P299DZUI",0,0,3.51,0,0,0,0,0
"tRF-22-7P596VW6J",0,0,3.51,0,4.42,0,0,0
"tRF-22-7P59N3Z6J",12.17,10.25,17.55,12.85,0,0,4.57,3.89
"tRF-22-7PP9ZZ052",3.04,440.75,14.04,289.24,357.72,294.11,274.03,393.14
"tRF-22-7Q078SUXJ",0,0,0,0,4.42,0,4.57,0
"tRF-22-7S17M4O15",0,0,0,0,0,0,4.57,0
"tRF-22-7SDR69OK1",0,0,3.51,0,0,0,0,0
"tRF-22-7SDRJH715",3.04,0,0,6.43,0,0,0,0
"tRF-22-7SDRJHR15",0,0,0,0,0,4.46,0,0
"tRF-22-7SDRJRWMM",0,0,3.51,0,0,0,0,0
"tRF-22-7SERM4921",0,5.12,0,0,0,0,0,0
"tRF-22-7SHRJFWR1",0,0,3.51,0,0,0,0,0
"tRF-22-7SHRMFWR1",12.17,10.25,21.06,0,4.42,0,4.57,0
"tRF-22-7SI7JP8XM",3.04,0,7.02,0,0,0,0,0
"tRF-22-7SIR3DR2M",0,0,0,6.43,0,0,0,0
"tRF-22-7SIRMM121",3.04,0,0,0,0,0,0,0
"tRF-22-7UXP18RZP",6.08,5.12,14.04,0,0,8.91,9.13,0
"tRF-22-7UYK7IVIN",0,20.5,7.02,19.28,13.25,22.28,22.84,15.57
"tRF-22-7VD5YEYYJ",0,0,0,0,0,0,4.57,0
"tRF-22-7W1R7HFE1",3.04,0,0,12.85,13.25,4.46,18.27,27.25
"tRF-22-7X9PN5472",12.17,133.25,7.02,122.12,79.49,75.76,50.24,46.71
"tRF-22-7Y93Y086Q",0,0,0,0,4.42,0,0,0
"tRF-22-8087766V2",3.04,0,0,0,0,0,0,0
"tRF-22-808HWKS52",12.17,20.5,14.04,0,4.42,0,4.57,3.89
"tRF-22-80K672052",0,0,3.51,0,0,4.46,0,0
"tRF-22-80WS72092",6.08,0,3.51,0,0,0,0,0
"tRF-22-81PV6RRNK",0,0,0,12.85,0,4.46,4.57,3.89
"tRF-22-821IQ4YUI",3.04,0,0,0,0,0,0,0
"tRF-22-82FN4KYU3",3.04,0,0,0,0,0,0,0
"tRF-22-83ML5F823",15.21,5.12,7.02,12.85,13.25,8.91,22.84,19.46
"tRF-22-83ML5F923",6.08,0,14.04,6.43,13.25,4.46,9.13,3.89
"tRF-22-83X4J09KQ",3.04,0,0,0,0,0,4.57,0
"tRF-22-86J8WPMNH",42.58,66.62,35.1,51.42,39.75,26.74,9.13,15.57
"tRF-22-86RM7KYUM",0,0,3.51,0,0,0,0,0
"tRF-22-86V8WPMNH",12.17,15.37,17.55,6.43,8.83,4.46,0,0
"tRF-22-877343RX4",18.25,20.5,14.04,12.85,17.67,13.37,22.84,27.25
"tRF-22-87R718YKI",0,0,3.51,0,0,0,0,0
"tRF-22-88I26WRNK",6.08,0,3.51,0,0,0,0,0
"tRF-22-897PVP94H",0,20.5,7.02,0,0,0,0,0
"tRF-22-8B0PQ2B52",0,0,0,0,0,0,4.57,0
"tRF-22-8B863IP52",0,0,0,6.43,0,0,0,0
"tRF-22-8B8871K92",3.04,20.5,3.51,6.43,17.67,8.91,0,7.79
"tRF-22-8B8HWKS52",9.12,0,10.53,19.28,8.83,0,0,11.68
"tRF-22-8B8SOUPR2",33.45,35.87,45.63,12.85,22.08,26.74,4.57,15.57
"tRF-22-8BWS72092",258.51,143.5,203.56,77.13,79.49,66.84,41.1,58.39
"tRF-22-8BWS73092",0,0,0,0,4.42,0,0,0
"tRF-22-8BWS7K092",30.41,25.62,24.57,12.85,17.67,4.46,4.57,7.79
"tRF-22-8BWS7K0R2",0,0,0,6.43,0,0,0,0
"tRF-22-8BWSNKP92",15.21,15.37,10.53,0,4.42,4.46,0,7.79
"tRF-22-8E89YZB52",0,0,0,6.43,0,0,4.57,0
"tRF-22-8E8SPOX52",0,5.12,3.51,0,4.42,4.46,0,0
"tRF-22-8EK6P1852",0,0,0,0,4.42,0,0,0
"tRF-22-8EK879652",0,0,0,0,4.42,0,0,0
"tRF-22-8EKSP1852",85.16,56.37,129.86,70.7,35.33,35.65,4.57,19.46
"tRF-22-8EKSPM852",57.78,56.37,63.18,57.85,70.66,71.3,18.27,19.46
"tRF-22-8EWSNKP92",3.04,0,0,0,4.42,0,0,0
"tRF-22-8F81KLB52",3.04,102.5,3.51,89.98,92.74,71.3,45.67,58.39
"tRF-22-8FFDXXE6P",0,5.12,0,0,0,8.91,4.57,0
"tRF-22-8FLUB3KSN",0,0,0,0,4.42,0,0,0
"tRF-22-8FLUD3KSN",27.37,10.25,21.06,19.28,4.42,13.37,9.13,0
"tRF-22-8HM2OSRN2",3.04,0,0,0,0,0,0,0
"tRF-22-8HM2OSRNK",0,0,7.02,0,4.42,4.46,0,0
"tRF-22-8K587SI72",9.12,0,0,6.43,4.42,0,4.57,7.79
"tRF-22-8LHYD3MUN",15.21,15.37,28.08,6.43,13.25,8.91,0,0
"tRF-22-8NRS9NS3J",3.04,87.12,14.04,57.85,158.99,84.67,114.18,186.84
"tRF-22-8OP3X1M35",0,0,0,0,0,4.46,0,0
"tRF-22-8PHPDJXWN",0,0,0,6.43,0,0,0,0
"tRF-22-8PR9DM3W5",0,0,0,6.43,0,0,0,0
"tRF-22-8XF6RE98N",48.66,71.75,52.65,25.71,39.75,49.02,9.13,11.68
"tRF-22-8Z1MQ8YUI",0,0,0,0,0,0,0,3.89
"tRF-22-8Z1MQ8YUQ",0,0,0,6.43,4.42,0,0,0
"tRF-22-93Q01M3KQ",0,0,3.51,6.43,4.42,4.46,0,0
"tRF-22-93W0K6721",0,5.12,0,0,0,0,0,0
"tRF-22-93Y086Z33",0,0,3.51,0,0,0,0,0
"tRF-22-945NB2NZ5",3.04,10.25,0,0,4.42,4.46,9.13,15.57
"tRF-22-94V4SMIFH",0,0,0,6.43,0,4.46,0,0
"tRF-22-96L85DMKQ",3.04,0,17.55,0,4.42,0,4.57,3.89
"tRF-22-9B0Q37Q52",0,0,0,0,0,4.46,0,0
"tRF-22-9D5HLYOZ3",0,0,0,0,4.42,0,0,0
"tRF-22-9DH48V7KQ",15.21,0,3.51,6.43,0,4.46,0,3.89
"tRF-22-9KIWRNL3J",0,0,3.51,0,0,0,0,0
"tRF-22-9LON4VN1I",3.04,0,0,0,8.83,0,0,7.79
"tRF-22-9M739P8WM",15.21,82,14.04,12.85,57.41,35.65,77.64,54.5
"tRF-22-9MUKLY5ZH",3.04,0,3.51,0,4.42,0,0,3.89
"tRF-22-9MVH7P593",57.78,15.37,66.68,51.42,30.91,57.93,22.84,35.03
"tRF-22-9N1EWJQ72",33.45,20.5,28.08,6.43,13.25,4.46,4.57,23.36
"tRF-22-9NDJ58EVO",3.04,0,0,0,0,0,0,0
"tRF-22-9NF5W8EZL",0,0,0,0,4.42,0,0,0
"tRF-22-9NFJ73QOO",0,0,0,6.43,0,0,0,0
"tRF-22-9NH5SYNX2",0,5.12,0,0,4.42,0,0,0
"tRF-22-9NLN3JWB4",6.08,0,0,0,0,0,0,0
"tRF-22-9NS334L2I",12.17,61.5,14.04,44.99,44.16,40.11,50.24,73.96
"tRF-22-9NY5KKM1K",0,0,0,0,0,0,0,3.89
"tRF-22-9O08F4BD3",24.33,0,3.51,0,8.83,8.91,4.57,15.57
"tRF-22-9P8WQ0D52",0,35.87,0,32.14,8.83,22.28,22.84,19.46
"tRF-22-9RQ4R9O1J",0,0,0,0,0,0,0,3.89
"tRF-22-9UV36562I",0,0,3.51,0,0,0,0,0
"tRF-22-9VZVEH935",0,0,3.51,0,0,0,0,0
"tRF-22-9X0UD394N",6.08,5.12,7.02,0,0,0,0,3.89
"tRF-22-9XEO7N98N",0,0,3.51,0,0,8.91,0,0
"tRF-22-9XEUD394N",3.04,0,0,0,0,0,0,0
"tRF-22-B0845JJ84",3.04,0,3.51,0,0,0,4.57,0
"tRF-22-B2JK7PP9Q",0,0,3.51,0,4.42,0,0,0
"tRF-22-B3J811IKN",6.08,0,0,6.43,0,0,0,0
"tRF-22-B4ZPEK45I",0,225.5,7.02,134.98,88.33,57.93,45.67,62.28
"tRF-22-BE7XO8Q62",39.54,353.62,21.06,218.53,260.56,173.79,123.31,190.73
"tRF-22-BJ8FFDXX1",3.04,51.25,0,0,17.67,17.82,9.13,3.89
"tRF-22-BLHKFZB1J",3.04,0,0,0,0,0,0,0
"tRF-22-BLJD22PZ2",0,10.25,3.51,6.43,30.91,40.11,13.7,11.68
"tRF-22-BP4MJYSZH",0,5.12,3.51,0,8.83,0,0,3.89
"tRF-22-BS5EOB3ZQ",0,0,0,0,0,8.91,4.57,3.89
"tRF-22-BZBZOS4Y1",12.17,61.5,7.02,6.43,48.58,35.65,18.27,35.03
"tRF-22-D3387SFR2",0,5.12,0,0,0,0,0,3.89
"tRF-22-D4ZWRNU3J",12.17,41,3.51,57.85,44.16,49.02,50.24,46.71
"tRF-22-D7B2JK7PM",0,0,0,0,0,0,0,3.89
"tRF-22-D80L9RQ44",3.04,0,0,0,0,0,0,0
"tRF-22-D81H93WB5",3.04,5.12,0,0,0,0,0,0
"tRF-22-D890YBOZQ",0,107.62,3.51,89.98,154.57,40.11,86.78,140.13
"tRF-22-DD1KYK37Q",0,0,0,0,4.42,0,9.13,0
"tRF-22-DE6PFRRO5",0,5.12,0,6.43,13.25,8.91,9.13,0
"tRF-22-DI2OOIQO3",0,10.25,0,12.85,0,0,9.13,0
"tRF-22-DMI2669KQ",6.08,0,3.51,0,0,0,9.13,11.68
"tRF-22-DPUSYDY6I",0,0,3.51,0,4.42,0,0,0
"tRF-22-DRFU8U76F",3.04,0,0,0,4.42,4.46,0,0
"tRF-22-DWY2MJ8F5",15.21,25.62,3.51,57.85,97.16,93.58,100.48,89.53
"tRF-22-DXEPZY0DI",0,0,0,0,4.42,0,0,0
"tRF-22-EH623K76I",0,0,0,0,0,0,0,3.89
"tRF-22-EH623K7SI",0,10.25,0,12.85,0,8.91,4.57,15.57
"tRF-22-EO7N987XH",0,0,0,0,0,0,4.57,0
"tRF-22-EUB4ZPEK3",6.08,15.37,0,38.56,35.33,13.37,27.4,35.03
"tRF-22-EXEY0VWUJ",109.49,205,101.78,224.96,247.31,236.18,223.79,299.72
"tRF-22-EZOMJFHSH",0,0,0,0,0,0,0,3.89
"tRF-22-EZU05OJII",0,0,3.51,0,0,0,0,3.89
"tRF-22-EZUMXKS64",0,0,3.51,0,0,0,0,0
"tRF-22-F0I71NLIJ",3.04,0,0,0,0,0,0,0
"tRF-22-F0S7RNLJJ",0,0,3.51,6.43,0,0,0,0
"tRF-22-F3BLHKFZF",0,0,0,0,4.42,0,0,0
"tRF-22-F3R3ZV1RQ",0,0,3.51,6.43,0,0,0,0
"tRF-22-F4P2PSSEK",0,0,0,0,4.42,0,0,0
"tRF-22-F8DHXY6RI",24.33,15.37,17.55,12.85,17.67,4.46,9.13,7.79
"tRF-22-F8DHXY6RN",3.04,0,0,0,0,0,0,0
"tRF-22-F900BY4D5",0,10.25,0,0,26.5,13.37,13.7,19.46
"tRF-22-F9LKXNYQI",0,15.37,3.51,19.28,8.83,0,9.13,3.89
"tRF-22-FBQ622EVO",0,5.12,0,0,8.83,4.46,4.57,0
"tRF-22-FNKQWYL1K",3.04,0,0,0,0,0,0,0
"tRF-22-FP18LPMBM",0,0,0,0,4.42,0,0,0
"tRF-22-FPZD3KYUQ",6.08,0,0,0,0,0,4.57,0
"tRF-22-FRROWFUB3",0,5.12,0,6.43,13.25,8.91,0,15.57
"tRF-22-FSXMSL73O",3.04,0,0,6.43,0,0,0,0
"tRF-22-FVISQWU1L",0,5.12,0,0,0,0,0,0
"tRF-22-FX8Q9MYKJ",0,0,0,6.43,0,4.46,0,3.89
"tRF-22-FZ9KR9593",0,0,3.51,0,13.25,0,9.13,3.89
"tRF-22-H30WUI8OQ",3.04,0,0,0,0,4.46,0,0
"tRF-22-H3RXSINHQ",18.25,5.12,17.55,0,0,13.37,9.13,15.57
"tRF-22-H4SXQ3V2Q",0,0,0,0,4.42,0,0,3.89
"tRF-22-H7V3LY7SF",0,0,0,0,4.42,0,0,0
"tRF-22-H7V3LY7SI",3.04,0,0,0,0,0,0,0
"tRF-22-HBVL3NBZJ",0,10.25,3.51,0,0,0,0,0
"tRF-22-HDFX8Q9MQ",0,15.37,0,0,0,0,9.13,0
"tRF-22-HDPORSM35",0,0,3.51,0,0,0,0,0
"tRF-22-HENBRRX35",6.08,0,0,0,0,0,0,3.89
"tRF-22-HENBRSX35",0,0,10.53,0,4.42,0,0,3.89
"tRF-22-HEPURYX35",0,0,0,12.85,4.42,13.37,4.57,0
"tRF-22-HFNBDWY2K",0,0,0,0,0,0,4.57,0
"tRF-22-HK9FM0DZP",0,0,0,0,4.42,4.46,9.13,7.79
"tRF-22-HPDEWP7S1",0,0,3.51,0,0,0,0,0
"tRF-22-HQ9M739P5",30.41,66.62,24.57,64.27,83.91,53.47,105.05,105.1
"tRF-22-HUB689XXJ",0,5.12,0,0,0,0,0,0
"tRF-22-HVHBEXBIQ",0,5.12,0,6.43,26.5,13.37,9.13,0
"tRF-22-HXDD1KYKJ",0,0,0,0,0,4.46,4.57,3.89
"tRF-22-I1539U7SI",0,0,0,0,0,0,0,3.89
"tRF-22-I34JRX6NJ",9.12,0,17.55,0,0,0,4.57,0
"tRF-22-I363U0EZQ",0,5.12,3.51,0,30.91,13.37,18.27,27.25
"tRF-22-I3VF4YOZP",0,0,0,0,0,0,4.57,0
